,min,max
0,1.0,1.358251357527882
1,1.358251357527882,1.5347527647733634
2,1.5347527647733634,1.7440521738141583
3,1.7440521738141583,1.8930338582519732
4,1.8930338582519732,1.9827756222645079
5,1.9827756222645079,2.063377832200619
6,2.063377832200619,2.1104198801035414
7,2.1104198801035414,2.178220185275964
8,2.178220185275964,2.2320802523558596
9,2.2320802523558596,2.2950597303816513
10,2.2950597303816513,2.3489511260877096
11,2.3489511260877096,2.3941934809002072
12,2.3941934809002072,2.437199354374104
13,2.437199354374104,2.4752527748973265
14,2.4752527748973265,2.515574811449392
15,2.515574811449392,2.564193827403284
16,2.564193827403284,2.612470449462745
17,2.612470449462745,2.655103829046162
18,2.655103829046162,2.707368744282272
19,2.707368744282272,2.7581350056580782
20,2.7581350056580782,2.8149445052753146
21,2.8149445052753146,2.8864470152318242
22,2.8864470152318242,2.962811454658773
23,2.962811454658773,3.054762206298918
24,3.054762206298918,3.160291259616207
25,3.160291259616207,3.291063838441018
26,3.291063838441018,3.4597683098499483
27,3.4597683098499483,3.48508300987998
28,3.48508300987998,3.7875043538862845
29,3.7875043538862845,7.709751483027426
