,min,max
0,1.0917636481020736,1.3364492830781531
1,1.3364492830781531,1.5145765888790188
2,1.5145765888790188,1.7061222956908275
3,1.7061222956908275,1.8515657926984987
4,1.8515657926984987,1.9243024737118768
5,1.9243024737118768,1.988067078392599
6,1.988067078392599,2.045303475553455
7,2.045303475553455,2.107509824896904
8,2.107509824896904,2.1921410282607945
9,2.1921410282607945,2.2447757800113477
10,2.2447757800113477,2.3408857422609306
11,2.3408857422609306,2.4335441551034895
12,2.4335441551034895,2.4989133943252364
13,2.4989133943252364,2.542623313991621
14,2.542623313991621,2.5856137564992974
15,2.5856137564992974,2.6202071655878147
16,2.6202071655878147,2.658044743690717
17,2.658044743690717,2.6973759591813686
18,2.6973759591813686,2.738123047680825
19,2.738123047680825,2.775784779972514
20,2.775784779972514,2.822045876993848
21,2.822045876993848,2.8691820129556262
22,2.8691820129556262,2.9155544788375414
23,2.9155544788375414,2.9769366905751644
24,2.9769366905751644,3.0575442838188756
25,3.0575442838188756,3.1522372602689894
26,3.1522372602689894,3.263686813914714
27,3.263686813914714,3.263686813914714
28,3.263686813914714,3.3661279939944055
29,3.3661279939944055,5.445584449524334
