,min,max
0,1.0917636481020736,1.0917636481020736
1,1.0917636481020736,1.3364492830781531
2,1.3364492830781531,1.4244152591488999
3,1.4244152591488999,1.4958480377653687
4,1.4958480377653687,1.5292601177176506
5,1.5292601177176506,1.7061222956908275
6,1.7061222956908275,1.784910828662019
7,1.784910828662019,1.8515657926984987
8,1.8515657926984987,1.8683040915621163
9,1.8683040915621163,1.9243024737118768
10,1.9243024737118768,1.9402367264922429
11,1.9402367264922429,1.973003407657389
12,1.973003407657389,2.0186376087762
13,2.0186376087762,2.036534588191297
14,2.036534588191297,2.048931915397594
15,2.048931915397594,2.0932151117551463
16,2.0932151117551463,2.1175624397088453
17,2.1175624397088453,2.1861972538048673
18,2.1861972538048673,2.2077237694389638
19,2.2077237694389638,2.226681621265422
20,2.226681621265422,2.272215951386274
21,2.272215951386274,2.3126080218541136
22,2.3126080218541136,2.352197825972153
23,2.352197825972153,2.3940732232924753
24,2.3940732232924753,2.435061571746263
25,2.435061571746263,2.4691375785491427
26,2.4691375785491427,2.5007845567389317
27,2.5007845567389317,2.5230275478170094
28,2.5230275478170094,2.544712973258444
29,2.544712973258444,2.5614512721220617
30,2.5614512721220617,2.5856137564992974
31,2.5856137564992974,2.6061839148554986
32,2.6061839148554986,2.6202071655878147
33,2.6202071655878147,2.6328957674284537
34,2.6328957674284537,2.6552674395075577
35,2.6552674395075577,2.670423946522699
36,2.670423946522699,2.694532117874689
37,2.694532117874689,2.7117847893361455
38,2.7117847893361455,2.731335764714739
39,2.731335764714739,2.752383969901941
40,2.752383969901941,2.7676862415100407
41,2.7676862415100407,2.793019929556383
42,2.793019929556383,2.811885227552243
43,2.811885227552243,2.8327717837021806
44,2.8327717837021806,2.8562369913223957
45,2.8562369913223957,2.8788080650462957
46,2.8788080650462957,2.9062948198230654
47,2.9062948198230654,2.9330326230312624
48,2.9330326230312624,2.9648130430167576
49,2.9648130430167576,2.990050109591686
50,2.990050109591686,3.03116503011656
51,3.03116503011656,3.0575442838188756
52,3.0575442838188756,3.1080522103345363
53,3.1080522103345363,3.1888942274895866
54,3.1888942274895866,3.263686813914714
55,3.263686813914714,3.263686813914714
56,3.263686813914714,3.263686813914714
57,3.263686813914714,3.263686813914714
58,3.263686813914714,3.263686813914714
59,3.263686813914714,3.3793568083799266
60,3.3793568083799266,3.58365835065987
61,3.58365835065987,5.445584449524334
