,min,max
0,2.2148671093061676,2.396936513269573
1,2.396936513269573,2.5669284401360803
2,2.5669284401360803,2.724382071735013
3,2.724382071735013,2.8984477256575287
4,2.8984477256575287,2.9371297102373366
5,2.9371297102373366,3.0575959789442346
6,3.0575959789442346,3.220709570819107
7,3.220709570819107,3.44950494139413
8,3.44950494139413,3.5817673932613223
9,3.5817673932613223,3.6214620901373364
10,3.6214620901373364,3.898682016239919
11,3.898682016239919,3.9957693647548984
12,3.9957693647548984,4.184222000076387
13,4.184222000076387,5.1082333431742235
