,min,max
0,1.0000181814876103,1.0047999311821412
1,1.0047999311821412,1.0119637050910655
2,1.0119637050910655,1.0335148077196377
3,1.0335148077196377,1.0671591797708266
4,1.0671591797708266,1.0860157939821709
5,1.0860157939821709,1.1661545212144595
6,1.1661545212144595,1.2473837498107498
7,1.2473837498107498,1.3067354898291392
8,1.3067354898291392,1.3393271349384288
9,1.3393271349384288,1.3783029260466315
10,1.3783029260466315,1.4322025768607725
11,1.4322025768607725,1.4994891067545026
12,1.4994891067545026,1.543972713659993
13,1.543972713659993,1.6039548109734478
14,1.6039548109734478,1.6453601865472196
15,1.6453601865472196,1.6706090000251108
16,1.6706090000251108,1.6937289881962716
17,1.6937289881962716,1.699019834863281
18,1.699019834863281,1.7232772041767526
19,1.7232772041767526,1.7505941490128534
20,1.7505941490128534,1.7736343288407521
21,1.7736343288407521,1.7896650584147
22,1.7896650584147,1.819352710671215
23,1.819352710671215,1.837352133442585
24,1.837352133442585,1.8593017017744047
25,1.8593017017744047,1.8835970015193002
26,1.8835970015193002,1.9089126698203283
27,1.9089126698203283,1.928507378508443
28,1.928507378508443,1.9576455599604121
29,1.9576455599604121,1.9776016295468333
30,1.9776016295468333,2.010488785419079
31,2.010488785419079,2.029446763147712
32,2.029446763147712,2.0613856362348937
33,2.0613856362348937,2.0817279036591634
34,2.0817279036591634,2.0986486516433365
35,2.0986486516433365,2.1035031283572128
36,2.1035031283572128,2.1201005593812132
37,2.1201005593812132,2.1425539500260697
38,2.1425539500260697,2.161578515165077
39,2.161578515165077,2.176235748402302
40,2.176235748402302,2.1918029647061186
41,2.1918029647061186,2.2106367137560463
42,2.2106367137560463,2.2296870597586365
43,2.2296870597586365,2.2454110453923035
44,2.2454110453923035,2.2626791571884493
45,2.2626791571884493,2.2795844977186657
46,2.2795844977186657,2.2993300371379606
47,2.2993300371379606,2.3163429292952413
48,2.3163429292952413,2.3363896731848883
49,2.3363896731848883,2.351724768512346
50,2.351724768512346,2.3722882964907583
51,2.3722882964907583,2.3866579908800913
52,2.3866579908800913,2.394476122013012
53,2.394476122013012,2.4070227490027496
54,2.4070227490027496,2.423405966583606
55,2.423405966583606,2.440775226627972
56,2.440775226627972,2.459603802410177
57,2.459603802410177,2.4761532528070043
58,2.4761532528070043,2.4943286884895564
59,2.4943286884895564,2.515668048333152
60,2.515668048333152,2.53461799621169
61,2.53461799621169,2.5533858354547854
62,2.5533858354547854,2.5751301460681946
63,2.5751301460681946,2.595004574730249
64,2.595004574730249,2.609801542194301
65,2.609801542194301,2.6214925315451367
66,2.6214925315451367,2.6370766476870173
67,2.6370766476870173,2.6608028109907886
68,2.6608028109907886,2.6867463996770233
69,2.6867463996770233,2.7044339416718524
70,2.7044339416718524,2.7299070788106854
71,2.7299070788106854,2.754532816794839
72,2.754532816794839,2.7764348931426124
73,2.7764348931426124,2.7923412768643816
74,2.7923412768643816,2.8124026704257057
75,2.8124026704257057,2.8397089277464165
76,2.8397089277464165,2.863966214958109
77,2.863966214958109,2.8857834678743934
78,2.8857834678743934,2.912148317035241
79,2.912148317035241,2.9366983724136912
80,2.9366983724136912,2.9524023537561748
81,2.9524023537561748,2.9779514560730163
82,2.9779514560730163,3.0029239298554438
83,3.0029239298554438,3.0316545476671104
84,3.0316545476671104,3.0604800178944243
85,3.0604800178944243,3.08075317576117
86,3.08075317576117,3.1040728408343643
87,3.1040728408343643,3.134448841491055
88,3.134448841491055,3.169327228903694
89,3.169327228903694,3.1973154847743914
90,3.1973154847743914,3.223962046088827
91,3.223962046088827,3.2615726173081874
92,3.2615726173081874,3.294978057864474
93,3.294978057864474,3.3203702970054287
94,3.3203702970054287,3.35597708124086
95,3.35597708124086,3.3933315153899173
96,3.3933315153899173,3.4206798560348846
97,3.4206798560348846,3.462208021510552
98,3.462208021510552,3.4778070610660423
99,3.4778070610660423,3.4929638413117683
100,3.4929638413117683,3.5362679382411524
101,3.5362679382411524,3.5675605746055
102,3.5675605746055,3.6095033091672892
103,3.6095033091672892,3.6453653077609864
104,3.6453653077609864,3.689608919072767
105,3.689608919072767,3.7253798026603455
106,3.7253798026603455,3.7726432667026364
107,3.7726432667026364,3.815731716137829
108,3.815731716137829,3.863209575834632
109,3.863209575834632,3.913095419213679
110,3.913095419213679,3.9666675716742614
111,3.9666675716742614,4.021682524105799
112,4.021682524105799,4.084303010871318
113,4.084303010871318,4.141316849892291
114,4.141316849892291,4.210533757490694
115,4.210533757490694,4.281556292241025
116,4.281596354026755,4.3622147255275365
117,4.3622147255275365,4.447542111583689
118,4.447542111583689,4.546943429350968
119,4.546943429350968,4.658442877716199
120,4.658442877716199,4.789778902498787
121,4.789778902498787,4.951298263044283
122,4.951298263044283,5.155258409776747
123,5.155258409776747,5.438661902907405
124,5.438661902907405,5.906577900708834
125,5.9065853908263515,11.583127306019376
