,min,max
0,1.2468721547679358,2.3223029361790513
1,2.3223029361790513,2.526417073797951
2,2.526417073797951,2.6673453025705793
3,2.6673453025705793,2.7866393412902952
4,2.7866393412902952,2.900597120731782
5,2.900597120731782,2.991385960566748
6,2.991385960566748,3.1119732145171954
7,3.1119732145171954,3.2704024335533832
8,3.2704024335533832,3.4307016854338968
9,3.4307016854338968,3.6207587193225725
10,3.6207587193225725,3.8380540142078945
11,3.8380540142078945,4.132371612478661
12,4.132371612478661,4.605858615477787
13,4.605858615477787,7.940485426914442
