,min,max
0,1.2468721547679358,2.0255508418377484
1,2.0255508418377484,2.1727736264818134
2,2.1727736264818134,2.206805771972552
3,2.206805771972552,2.229803467940843
4,2.229803467940843,2.249833407971192
5,2.249833407971192,2.2705218153039164
6,2.2705218153039164,2.2842205864159406
7,2.2842205864159406,2.301642494287944
8,2.301642494287944,2.3223029361790513
9,2.3223029361790513,2.3423787435890326
10,2.3423787435890326,2.360086495866427
11,2.360086495866427,2.4038441805281705
12,2.4038441805281705,2.4314676325038858
13,2.4314676325038858,2.445361220723578
14,2.445361220723578,2.473167890755998
15,2.473167890755998,2.491377820695818
16,2.491377820695818,2.5119774166573805
17,2.5119774166573805,2.526417073797951
18,2.526417073797951,2.5436740978042502
19,2.5436740978042502,2.561591230501257
20,2.561591230501257,2.5760373056167136
21,2.5760373056167136,2.590140345605618
22,2.590140345605618,2.6084148712976774
23,2.6084148712976774,2.622550912333691
24,2.622550912333691,2.63974504077259
25,2.63974504077259,2.6518268954035955
26,2.6518268954035955,2.6673453025705793
27,2.6673453025705793,2.680012309134357
28,2.680012309134357,2.695624587733507
29,2.695624587733507,2.70690138562268
30,2.70690138562268,2.720923867019396
31,2.720923867019396,2.734320992953881
32,2.734320992953881,2.7475785795894243
33,2.7475785795894243,2.760925348163931
34,2.760925348163931,2.7740158699753747
35,2.7740158699753747,2.7866393412902952
36,2.7866393412902952,2.797460193910529
37,2.797460193910529,2.814691453020588
38,2.814691453020588,2.829046072481695
39,2.829046072481695,2.839894332521528
40,2.839894332521528,2.8536334339177998
41,2.8536334339177998,2.8662321954280365
42,2.8662321954280365,2.8762756300425103
43,2.8762756300425103,2.887936631929439
44,2.887936631929439,2.900597120731782
45,2.900597120731782,2.9123078876867163
46,2.9123078876867163,2.9219003042695486
47,2.9219003042695486,2.930572321987695
48,2.930572321987695,2.9420761238102635
49,2.9420761238102635,2.9523080713316467
50,2.9523080713316467,2.96320963918175
51,2.963510573735099,2.9724889277868933
52,2.9724889277868933,2.9796426073760958
53,2.9796426073760958,2.991385960566748
54,2.991385960566748,3.00290412804702
55,3.00290412804702,3.013200267621475
56,3.013200267621475,3.0226135102730662
57,3.0226135102730662,3.0335099129012666
58,3.0335099129012666,3.045256968208107
59,3.045256968208107,3.0598247884920458
60,3.0598247884920458,3.0776037500338758
61,3.0776037500338758,3.093737320065986
62,3.093737320065986,3.1119732145171954
63,3.1119732145171954,3.1282431539658564
64,3.1282431539658564,3.1418162802131544
65,3.1418162802131544,3.162606473556433
66,3.162606473556433,3.1761777219146077
67,3.1761777219146077,3.1932627524345487
68,3.1932627524345487,3.2135668716364116
69,3.2135668716364116,3.2332582344184218
70,3.2332582344184218,3.252743745185467
71,3.252743745185467,3.270492878873032
72,3.270492878873032,3.285895798618176
73,3.285895798618176,3.3052279241530944
74,3.3052279241530944,3.3235004058625055
75,3.3235004058625055,3.339698534549901
76,3.339698534549901,3.357709247464727
77,3.357709247464727,3.3738485977709565
78,3.3738485977709565,3.39174364333994
79,3.39174364333994,3.4118452029576387
80,3.4118452029576387,3.4307016854338968
81,3.4307016854338968,3.4513963626598376
82,3.4513963626598376,3.474181218299107
83,3.474181218299107,3.4995340350377244
84,3.4995340350377244,3.5259036263066097
85,3.5259036263066097,3.5468119308080257
86,3.5468119308080257,3.5694228106024557
87,3.5694228106024557,3.5853912380206423
88,3.5853912380206423,3.5976356495344066
89,3.5976356495344066,3.6207587193225725
90,3.6207587193225725,3.6436847247420903
91,3.6436847247420903,3.6624837211710197
92,3.6624837211710197,3.6839149088796304
93,3.6839149088796304,3.706007525297278
94,3.706007525297278,3.7286731047089234
95,3.7286731047089234,3.7562454590345373
96,3.7562454590345373,3.7851758759307783
97,3.7851758759307783,3.8132557312311337
98,3.8132557312311337,3.8380540142078945
99,3.8380540142078945,3.867287481636087
100,3.867287481636087,3.8924000276436503
101,3.8924000276436503,3.9250131439666234
102,3.9250131439666234,3.954922355870146
103,3.954922355870146,3.9872667663909036
104,3.9872667663909036,4.022753586772037
105,4.022753586772037,4.059418588392591
106,4.059418588392591,4.093402163859212
107,4.093402163859212,4.132371612478661
108,4.132371612478661,4.173848052562695
109,4.173848052562695,4.217852783731778
110,4.217852783731778,4.261342538672089
111,4.261342538672089,4.3080343752140955
112,4.3080343752140955,4.362282732801784
113,4.362282732801784,4.413338849780598
114,4.413338849780598,4.473762667096489
115,4.473762667096489,4.5365851733479
116,4.5365851733479,4.605858615477787
117,4.605858615477787,4.684042185059881
118,4.684042185059881,4.768447833466537
119,4.768447833466537,4.865072421606659
120,4.865072421606659,4.974328428312785
121,4.974328428312785,5.110152944700803
122,5.110226873121952,5.271877720283457
123,5.271877720283457,5.490891584919194
124,5.490891584919194,5.823981072375901
125,5.823981072375901,7.940485426914442
